time,dist,path
71.94482655264437,2187.0,0->23->7->26->15->12->1->19->9->3->14->17->16->13->21->10->18->24->6->22->27->5->11->8->4->25->28->2->20
71.93483802676201,2132.0,18->10->21->13->16->17->14->3->9->19->12->15->23->26->7->0->27->5->11->8->4->25->28->2->1->20->22->6->24
74.31840972788632,2088.0,6->24->10->21->13->16->17->14->3->18->12->9->19->1->2->28->25->4->8->11->5->20->0->27->7->23->15->26->22
71.28480230644345,2060.0,20->0->27->5->11->8->4->25->28->2->19->9->3->14->17->16->13->21->10->18->24->6->22->26->7->23->15->12->1
71.76640124060214,2102.0,0->27->5->11->8->4->25->28->2->1->20->19->9->12->15->26->22->6->24->18->10->21->13->16->17->14->3->23->7
87.64422637969255,2020.0,12->15->23->7->26->22->6->24->18->10->21->13->16->17->14->3->9->19->1->2->28->25->4->8->11->5->27->0->20
66.27453994750977,2134.0,4->8->11->5->20->0->27->7->26->22->6->24->18->15->23->12->3->14->10->21->13->16->17->9->19->1->2->28->25
76.6821161173284,2046.0,14->3->18->15->23->12->9->19->20->1->2->28->25->4->8->11->5->27->0->7->26->22->6->24->10->21->13->16->17
70.87635026872158,2172.0,15->23->26->22->6->24->18->10->21->13->16->17->14->3->28->2->25->4->8->11->5->27->7->0->20->1->19->9->12
73.46076389960945,2086.0,22->26->7->23->0->27->5->11->8->4->25->28->2->1->20->19->17->16->13->21->10->14->3->9->12->15->18->24->6
73.60842407867312,2080.0,15->12->9->19->1->2->28->25->4->8->11->5->27->0->20->3->14->17->16->13->21->10->18->24->6->22->26->7->23
71.96084197238088,2072.0,20->5->11->8->4->25->28->2->1->19->9->12->15->18->3->14->17->16->13->21->10->24->6->22->26->23->7->27->0
80.36567457951605,2046.0,21->10->18->24->6->22->26->7->0->27->5->11->8->4->25->28->2->1->20->23->15->12->19->9->3->14->17->16->13
75.57449950836599,2108.0,3->17->16->13->21->10->14->18->15->24->6->22->26->7->23->12->1->2->28->25->4->8->11->5->27->0->20->19->9
75.39490252360702,2169.0,6->24->18->3->12->15->23->26->22->7->27->0->20->5->11->8->4->25->28->2->1->19->9->14->17->16->13->21->10
71.07217602059245,2253.0,3->18->15->22->6->24->10->21->13->16->17->14->28->2->25->4->8->11->5->27->0->7->26->23->12->20->1->19->9
72.10940375365317,2100.0,0->27->7->23->12->15->26->22->6->24->18->14->10->21->13->16->17->3->9->19->1->2->28->25->8->11->5->4->20
77.86090152151883,2208.0,12->18->24->6->22->26->7->27->5->11->8->4->25->28->2->0->23->15->10->21->13->16->17->14->3->9->19->1->20
74.96919876337051,2060.0,26->22->6->24->15->18->10->21->13->16->17->14->3->9->19->12->23->0->20->1->2->28->25->4->8->11->5->27->7
95.6944242361933,2056.0,2->28->25->4->8->11->5->27->0->7->23->15->26->22->6->24->10->21->13->16->17->14->3->18->12->9->19->20->1
73.37129317596555,2035.0,12->18->10->21->13->16->17->14->3->9->19->20->1->2->28->25->4->8->11->5->27->0->23->7->26->22->6->24->15
72.8127150349319,2028.0,18->10->21->13->16->17->14->3->19->9->12->20->1->2->28->25->4->8->11->5->27->0->7->23->15->26->22->6->24
77.32348267734051,2050.0,20->0->27->5->11->8->4->25->28->2->1->12->15->23->7->26->22->6->24->18->10->21->13->16->17->14->3->9->19
74.20269591361284,2065.0,21->13->16->17->14->3->9->19->12->15->26->23->20->1->2->28->25->4->8->11->5->27->0->7->22->6->24->18->10
76.86712975427508,2144.0,14->3->12->18->24->6->22->26->15->23->7->27->0->20->5->11->8->4->25->28->2->1->19->9->17->16->13->21->10
