time,dist,path
5.223353641107678,7204.0,10->4->14->11->15->7->0->2->1->3->13->12->5->6->9->8
4.773594591766596,7220.0,8->6->5->9->15->2->1->3->7->0->13->11->12->14->4->10
4.778651501983404,7138.0,13->11->12->15->0->7->3->2->1->14->4->10->8->9->6->5
4.658058634027839,7461.0,13->4->10->8->9->6->14->5->0->7->3->1->2->15->11->12
4.896789001300931,7616.0,8->10->4->5->14->3->0->7->2->1->15->6->13->12->11->9
5.857450868934393,7330.0,3->2->1->0->15->14->4->10->8->5->6->9->11->12->13->7
4.750796334818006,7445.0,0->15->11->4->10->8->9->6->5->13->12->14->3->1->2->7
4.505579728633165,7093.0,3->7->11->14->4->10->8->9->6->5->13->12->15->0->2->1
4.839871034026146,7807.0,8->9->10->4->14->6->5->13->15->0->7->2->1->3->12->11
4.4982949662953615,7731.0,4->13->11->12->6->14->5->7->3->1->2->0->15->9->8->10
4.633984787389636,7242.0,1->2->15->11->13->12->14->5->6->4->10->8->9->0->7->3
4.9398289527744055,7162.0,8->10->4->14->13->12->11->5->6->7->3->1->2->0->15->9
4.507686395198107,7814.0,13->12->14->5->4->6->10->8->9->15->0->2->1->3->7->11
4.761075085029006,7277.0,0->1->2->15->5->6->9->8->10->4->14->13->12->11->7->3
4.714403932914138,7974.0,13->3->2->1->0->7->15->10->4->14->5->6->8->9->11->12
4.735212072730064,7653.0,5->6->14->12->0->3->7->1->2->15->11->13->4->10->8->9
4.922957142814994,7620.0,12->11->13->5->6->14->3->7->0->1->2->15->9->8->10->4
4.558040739968419,7858.0,3->7->12->13->5->4->10->8->6->11->14->9->15->0->2->1
4.750248238444328,7501.0,9->11->12->13->14->5->6->15->1->2->3->0->7->4->10->8
4.773849064484239,7170.0,14->6->5->4->10->8->9->11->15->0->2->1->3->7->12->13
4.5739542711526155,8081.0,15->0->8->10->9->11->13->12->14->4->5->6->7->3->1->2
4.605290960520506,7822.0,9->8->10->4->13->2->1->3->0->15->7->11->12->5->14->6
4.6814956944435835,7164.0,15->3->1->2->7->0->9->8->10->4->14->5->6->13->12->11
4.734313046559691,7334.0,10->8->9->7->0->1->2->3->15->12->11->6->5->13->14->4
4.740563713014126,7754.0,14->13->3->1->2->0->7->15->11->5->9->12->6->8->10->4
