time,dist,path
40.24858656898141,377556.0,61->72->20->45->68->41->17->18->27->31->51->70->65->6->37->13->9->0->75->63->71->64->55->46->52->29->1->7->4->23->58->44->21->30->5->36->16->10->73->8->2->3->59->50->67->19->74->22->12->11->56->62->53->25->24->14->15->34->28->43->47->48->26->42->66->49->69->57->54->39->32->33->35->38->40->60
41.19613762013614,358397.0,1->33->65->60->66->54->13->49->41->57->70->62->73->75->74->25->42->67->68->4->6->9->12->19->5->26->18->29->28->63->51->38->72->71->40->39->55->61->58->34->53->69->56->64->14->11->8->23->47->44->43->50->52->46->30->24->20->16->37->59->35->32->7->10->15->17->36->31->27->48->45->21->22->0->3->2
54.770276291295886,322891.0,44->28->12->15->36->18->53->69->63->62->72->61->33->17->13->10->31->71->65->58->59->40->30->74->73->16->1->75->24->47->43->22->48->54->51->11->14->9->39->56->55->57->49->67->41->38->50->52->70->64->66->68->46->45->21->20->0->23->3->4->5->29->42->60->19->2->6->7->8->35->37->34->32->25->27->26
38.52860097773373,358778.0,6->0->21->51->52->72->28->4->64->55->56->62->53->68->44->42->66->20->43->47->24->32->26->34->16->29->31->69->39->60->35->37->33->63->49->67->48->27->18->65->40->9->23->50->41->25->54->38->61->58->71->70->57->19->30->3->12->11->5->22->74->75->45->46->59->10->13->73->1->2->8->36->17->15->14->7
41.351206270977855,331683.0,21->1->10->19->39->63->64->65->31->30->8->11->16->18->9->29->34->58->55->37->59->33->60->71->72->62->70->61->40->36->35->42->13->5->20->41->49->69->50->56->38->24->45->7->6->66->67->17->15->44->23->0->4->28->57->32->26->25->53->52->48->27->22->75->74->2->12->73->14->3->43->46->68->47->51->54
38.31383895687759,310387.0,26->46->47->69->49->34->31->11->73->25->66->58->72->59->35->7->6->40->71->70->62->67->23->45->0->74->33->9->8->13->12->15->30->22->75->1->14->10->36->37->16->17->68->43->48->50->54->21->20->24->44->42->52->51->65->64->57->63->56->61->60->27->41->32->18->29->19->38->39->55->53->4->5->2->3->28
39.664500534534454,367697.0,28->8->40->61->34->10->17->39->49->70->31->18->4->24->66->46->26->9->73->67->47->53->50->33->59->64->55->69->62->48->52->43->25->41->51->44->45->60->71->58->37->56->27->20->65->68->5->7->11->57->72->36->32->38->42->63->54->2->12->13->15->14->35->16->6->3->29->30->19->74->75->0->1->22->21->23
38.90550408512354,348463.0,37->2->23->24->21->5->3->45->69->20->30->36->46->43->7->9->44->68->26->53->67->71->64->70->51->42->49->52->50->59->48->28->74->73->14->22->47->66->4->13->8->10->16->25->29->41->54->63->72->65->32->19->12->6->75->0->1->35->17->27->57->55->56->61->62->60->33->18->15->11->34->31->39->40->58->38
40.966814152896404,305544.0,30->12->13->3->2->6->74->75->1->63->60->32->21->14->17->16->35->23->22->20->19->70->72->7->73->11->18->27->42->31->29->25->53->49->69->65->54->62->41->28->26->57->61->71->56->55->59->51->50->44->46->9->47->43->66->67->68->45->24->0->4->10->15->36->8->5->38->39->52->48->64->58->40->33->37->34
41.231377301737666,344572.0,60->37->61->41->25->2->29->12->11->31->35->53->54->32->1->69->63->72->56->49->48->68->46->28->16->10->74->0->22->30->18->3->47->52->33->57->64->65->58->36->9->14->42->34->17->4->5->8->24->75->59->62->70->71->38->13->73->15->66->67->26->6->7->19->44->45->21->20->23->27->43->51->55->50->39->40
