time,dist,path
26.128893556073308,21.0,1->3->0->2->4
24.067939346656203,21.0,4->2->0->3->1
23.971188748255372,21.0,0->3->1->4->2
23.69493344053626,21.0,1->4->2->0->3
25.940834373235703,21.0,3->1->4->2->0
26.736520228907466,21.0,2->4->1->3->0
24.246879382058978,21.0,3->0->2->4->1
27.273135358467698,21.0,4->1->3->0->2
25.050389854237437,21.0,2->4->1->3->0
27.505767164751887,21.0,4->1->3->0->2
26.7863682936877,21.0,1->4->2->0->3
25.21883405558765,21.0,3->0->2->4->1
28.031588297337294,21.0,3->0->2->4->1
25.324202025309205,21.0,3->0->2->4->1
23.918000280857086,21.0,3->0->2->4->1
26.448332531377673,21.0,3->0->2->4->1
24.930584905669093,21.0,2->4->1->3->0
24.552748767659068,21.0,0->3->1->4->2
25.425825778394938,21.0,4->2->0->3->1
24.861881535500288,21.0,0->2->4->1->3
25.67989039979875,21.0,0->3->1->4->2
25.097803993150592,21.0,3->0->2->4->1
28.200595004484057,21.0,1->3->0->2->4
25.68976914510131,21.0,0->3->1->4->2
29.056404158473015,21.0,0->2->4->1->3
