time,dist,path
0.00413857214152813,7741.0,14->4->5->6->13->12->0->7->3->1->2->15->11->9->10->8
0.007958222180604935,7104.0,2->1->3->7->0->15->12->13->11->9->8->10->4->14->5->6
0.008647412061691284,7526.0,4->14->13->12->7->3->1->2->0->15->11->6->5->10->8->9
0.006603892892599106,6967.0,11->15->2->1->3->7->0->12->13->5->6->9->8->10->4->14
0.004513893276453018,7086.0,1->2->3->7->0->15->9->8->10->4->14->5->6->13->12->11
0.004590855911374092,7487.0,8->10->4->14->5->6->9->11->13->12->15->0->2->1->3->7
0.002888660877943039,6983.0,2->1->3->14->4->10->8->9->5->6->11->13->12->15->0->7
0.005472864955663681,7187.0,13->12->11->15->0->2->1->3->7->14->5->6->9->8->10->4
0.004100097343325615,7580.0,10->8->9->6->5->4->14->13->12->11->15->0->7->3->1->2
0.005366409197449684,7428.0,4->14->13->12->0->7->3->1->2->15->11->6->5->10->8->9
0.004321310669183731,7342.0,14->13->12->6->5->4->10->8->9->11->15->0->7->3->2->1
0.009820953011512756,7083.0,11->6->5->9->8->10->4->14->13->12->15->0->7->2->1->3
0.006557133048772812,7104.0,2->1->3->7->0->15->12->13->11->9->8->10->4->14->5->6
0.00466235913336277,7731.0,1->2->3->7->0->15->12->13->14->4->10->5->6->11->9->8
0.00447685644030571,6980.0,1->2->3->7->0->14->4->10->8->9->6->5->13->12->11->15
0.004217067733407021,6972.0,6->5->9->8->10->4->14->13->12->11->0->7->3->1->2->15
0.007214827463030815,7322.0,5->4->14->13->12->7->3->1->2->0->15->11->6->9->8->10
0.004613138735294342,7002.0,14->4->10->8->9->2->1->3->7->0->15->11->12->13->5->6
0.004927033558487892,7125.0,4->10->8->9->2->1->3->7->0->15->11->12->13->14->5->6
0.004226816818118095,6974.0,2->1->3->7->14->4->10->8->9->5->6->11->13->12->15->0
0.0069648344069719315,7287.0,6->5->4->14->13->12->0->7->3->1->2->15->11->9->8->10
0.004727741703391075,7183.0,14->5->4->10->8->9->6->13->12->0->7->3->1->2->15->11
0.004358313977718353,7524.0,4->10->8->5->6->11->12->13->14->0->7->3->1->2->15->9
0.00395970419049263,7180.0,6->5->4->10->8->9->11->13->12->15->0->7->2->1->3->14
0.00422482006251812,7298.0,8->10->4->14->5->6->9->11->12->13->0->7->3->1->2->15
